company,ticker,exchange,date,analyst_name,question,suggested_label,label
"Bassett Furniture Industries, Incorporated",BSET,NASDAQ,2024-07-11,Anthony Lebiedzinski,"All right. Thanks for hosting the call and thanks for taking the questions. And first, just a quick comment. Nice job maintaining a strong balance sheet, certainly given the state of business nowadays. So, I guess, first, when we look at the components of the restructuring plan, how should we think about the timing and the impact? If you could just kind of parse out the different components of the restructuring plan, what's kind of the low-hanging fruit first and then kind of like maybe walk us through the timeline as to the expected benefits? Rob Spilman, Jr. Why don't I take a crack at it, Mike, and you fill in the blanks?",Hedging,
"E2open Parent Holdings, Inc.",ETWO,NYSE,2024-07-11,David Ridley-Lane,"Good. And then just wanted to clarify. So, first quarter here is the peak level of churn that you expect returning to normalized levels by the beginning of fiscal year '26. I guess, I may have had it wrong, but I thought there was more of a pronounced stepdown in churn in the second half. Are you sort of saying it's more ratable as we go through the next three or four quarters, or is there still kind of a stepdown -- kind of a non-linear stepdown in the second half on churn? Thank you.",Hedging,
"Kura Sushi USA, Inc.",KRUS,NASDAQ,2024-07-09,Jeffrey Bernstein,"Thank you very much. A couple of questions. The first one is just on the comp trends. I believe last quarter you guys had talked about strong momentum and you were happy with March. And I think you mentioned you were very happy with the early days of April, yet clearly, Jimmy, you mentioned that the full fiscal 3Q was disappointing. And I think you guys have talked about at least in the pre-announcement that it was really California, which I think you said earlier was totally unexpected. So, I'm just wondering if you can maybe walk through the cadence of trends through the quarter when you saw a, I guess, severe change in trend and your outlook on how you can perhaps turn that around if there's anything you can proactively pursue to maybe reverse the California trend versus kind of just riding out as you talked about the consumer sentiment challenges. And then I had a follow-up.",Hedging,
"Kura Sushi USA, Inc.",KRUS,NASDAQ,2024-07-09,Jeffrey Bernstein,"Understood. And just to clarify, and I appreciate all the color, and it sounds like in March, you were running a 7.3% comp. For the full quarter, it was modestly positive. But seemingly, I guess, April and May were negative. And the fact that we're now in July, it seems like you're guiding for the full fiscal fourth quarter down mid- to high-single digit despite what looks like easier comparison. So, I just want to -- can you share maybe what the April and May and June comp, or any incremental color just so we could see the directional trend that the comps took after that positive 7.3% in March?",Hedging,
Helen of Troy Limited,HELE,NASDAQ,2024-07-09,Linda Bolton Weiser,"Yes. Hi. So, I sort of get the feeling that there's a little bit of a peeling back of the onion in terms of discovering, I guess, maybe things that were not as expected within the company. So I guess I'm wondering, like, do you feel that there's been some holding back of information by some of the operating people in the company? Do you feel like you need maybe to bring in a Chief Operating Officer to help manage all these moving pieces? I just, like, I'm afraid that there's more shoes to drop in terms of realizing that there's some other issues because we've seen a couple of quarters now where things have emerged. So, maybe you could just kind of explain, like, kind of internally what's going on communication-wise across the divisions and how, Noel, I guess, how do you feel about what's going on? Thank you.",Hedging,
Helen of Troy Limited,HELE,NASDAQ,2024-07-09,Bob Labick,"Good morning. I just want to kind of follow up on the last points you made there. The question I can't articulate or answer yet is kind of what happened to the visibility. You gave initial guidance in kind of late April? So two-thirds of the way through the quarter. But then Q1 was obviously more difficult than expected, even with that. And this hasn't really been typical for Helen of Troy. So, I guess, what's impacting or what impacted your visibility and what can be done to change and restore it, or was it just faster macro and the kind of prior visibility that we thought was more an illusion? How should we think about your visibility and what impacted specifically this quarter's -- last quarter's guidance to now?",Hedging,
Helen of Troy Limited,HELE,NASDAQ,2024-07-09,Susan Anderson,"Hi, good morning. Thanks for taking my question and all the details today. I guess maybe just a follow-up on the consumer softness that you saw in the quarter. I guess I'm wondering if you're expecting that to improve in the back half based on the guidance or is it really just those other external factors improving? And then maybe just talk about kind of what you're expecting for second quarter for demand as well. Thanks.",Hedging,
"Micron Technology, Inc.",MU,NASDAQ,2024-07-02,Srini Pajjuri,"Great. Sumit, maybe one quick follow-up on that. You mentioned the high-cap DIMMs as one of the strong areas in the quarter. Just curious, I mean, how does high-cap DIMM, I guess, compare versus HBM in terms of the proprietary nature of the product and the complexity? And also given that it's higher margin, it seems like than in BDR, is it as good a margin as HBM? And also, do you think that sustains? And also if you could put that into some context as to how big the SAM [ph] is, what the applications are for this particular product. Thank you.",Hedging,
"Micron Technology, Inc.",MU,NASDAQ,2024-07-02,Quinn Bolton,"Thanks for taking that question. Just want to come back just to the ability to maintain market share with the transition to HBM memory with the high-cap DIMM modules and the node transitions. And I guess, I think, in historically node transitions, you typically, with the same equipment set, see net wafer starts typically decline, and so it feels like you have got a lot of factors that would sort of argue for a net reduction, continued net reduction in wafer starts. And so I just wondered if you could address, over the next couple of years, what trends should we be thinking about in terms of your DRAM kind of wafer starts over that period.",Hedging,
"Xcel Brands, Inc.",XELB,NASDAQ,2024-12-23,Michael Kupinski,"Good evening everyone, and thanks for taking my questions. I appreciate it. I was wondering, Rob, if you can give us a little bit more color on how Halston is performing. I know that you're indicating that there's some new product kind of being shipped and that sort of thing. I was wondering if you can kind of give us some insights on how that's looking as we go into the balance of this year and into the first quarter of next year?",Hedging,
Carnival Corporation & plc,CCL,NYSE,2024-12-20,Brandt Montour,Okay. Great. Thanks. And then just a quick housekeeping. The Red Sea had a -- something like a $130 million impact last year. How much of that effectively do you get back in '25? And sort of how should we think about the timing of it and the cadence and where it would kind of show up in the comps?,Hedging,
FedEx Corporation,FDX,NYSE,2024-12-19,Chris Wetherbee,"Maybe I could just hit on the guidance for a moment. So I think the second quarter results were generally in line with at least what you guys talked about on the last call. So as we think about the dollar cut coming from the back half of the year, I know, John, you talked about sort of the industrial production outlook and maybe how that's a bit more tempered I guess I also wanted to kind of think about LTL or the freight business within that context. It was obviously under some pressure here. I guess maybe if you could help break down the moving pieces of the dollar in a little bit more detail and then also talk about the cadence of how that plays out? Is it a little bit more 3Q weighted? Or is it a little bit more 4Q weighted? Do you think things get better by the time we get to the end of the fiscal year? Just kind of curious how to think about that.",Hedging,
Lennar Corporation,LEN,NYSE,2024-12-19,Michael Rehaut,"I appreciate that both Stuart and Jon, thank you for that. I guess second question, I wanted to shift towards the top-line. Last quarter, and I think you reiterated this a few times perhaps now, you intend to grow volumes about 10% annually, and it's what you stated last quarter, for fiscal ‘25 and beyond. Your guidance now is 8% to 10%. It does though include the contribution of Rausch Coleman, which I think you said was about a 5% contribution to growth 4,000 units, if you close in the first quarter. So, it obviously implies organic growth kind of in that 3% to 5% range. I'm just wondering going forward, you had the only other competitor of yours of similar volume size to D.R. Horton talk about flat to up slight volume growth in fiscal ’25, and a big part of that just due to the challenges of getting communities online. How should we think about organic growth from Lennar going forward? Is that still, do you kind of view that 10% goal that you stated as an all in number? Is there variability there? Is the organic growth perhaps a little bit less. Because it certainly seems like fiscal '25, might be below a normal or aspire to growth year at least on an organic basis for some builders.",Hedging,
Lennar Corporation,LEN,NYSE,2024-12-19,Stephen Kim,"I want to try to clean up a little bit if I can, on the gross margin. Stuart, I think you indicated that the backlog has gross margins that are kind of running closer to 20%. And I think I heard you say that you sort of thought that the number of, or the percentage of closings that you would get in 1Q that you have not yet sold or had not yet sold at the end of November was about half. So then that makes it easy. That sort of implies that your 19% gross margin in the first quarter, that implies that the stuff you're going to be selling here, over the coming weeks, you're sort of thinking is maybe an 18% gross margin. I think you also indicated though that 1Q has sort of a catch up in sales going on, because you missed your 4Q sales. So that might sort of suggest that, if you're trying to figure out what a steady state gross margin is, that 18% is probably a little lower, because you're actually sort of overselling, if you will, a little bit to make up for 4Q. Just want to make sure I'm thinking about that right, or if there's some other adjustment that we need to be thinking about.",Hedging,
"Paychex, Inc.",PAYX,NASDAQ,2024-12-19,Scott Wurtzel,"Hi, thanks for taking my questions. Just want to ask on the margin side. I mean, the outperformance has been pretty constructive in our view also pointing towards the higher end of the guide for this year. And I know there's been some investments around the sort of advertising front. So I'm wondering if you can just remind us of where you're kind of finding some of those efficiencies to drive some of the better margin performance that we've seen.",Hedging,
"Paychex, Inc.",PAYX,NASDAQ,2024-12-19,Scott Wurtzel,"Got it. That's helpful. And then just as a follow-up, just on the go-to-market side. I'm wondering if you're kind of seeing in your environment with your clients, are you seeing clients sort of maybe adopt more on the initial sale instead of maybe selling sort of the initial product and then going in more for sort of the cross-sell upsell dynamic.",Hedging,
Cintas Corporation,CTAS,NASDAQ,2024-12-19,Jason Bibb,"Got it. That's very helpful. And I guess I'll talk to this. So, are there any verticals that it's easier to maintain those prices? Or is it all sort of -- is it all reverted back to that historical 0% to 2% range? And then I also wanted to just follow up on the incremental margins because those were really strong in the first half. And I know you said that we're -- the expectation is we'll get back to more sort of normal targeted levels for the second half, I was just curious like what the drivers of that would be? So, what changes from the first half to the second half that causes those incremental margins to come down?",Hedging,
"Darden Restaurants, Inc.",DRI,NYSE,2024-12-19,Sara Senatore,"Thank you. I have a question actually, I guess, about the broader environment. You mentioned that like fine dining, the large casual dining brands were all positive. And then I guess polished casual and fine dining were a bit softer. And yet one of the things that you were seeing in Olive Garden, for example, is that pricing up through the protein add-on. So, it seems like people are willing to pay up for protein specifically, but indulge a little bit. Are you seeing any trade? Do you think among your brands? You know, Capital Grill to LongHorn or anything like that? Again, you just mentioned the value of having the portfolio and I was just curious if you can draw any or extrapolate some of the performance, which seems to be strongest at the mid-price points, but with a clear desire for some indulgence and positive mix?",Hedging,
"CarMax, Inc.",KMX,NYSE,2024-12-19,Michael Montani,"Congrats on the quarter. Just wanted to ask -- follow the two parter trend. First, Bill, can you just talk about, I think 245 stores today? Is there opportunity to get that to 300 stores again? And how should we think about the cadence of build-out? Or can you lever multichannel at this point? And then I guess the related question is on the labor compensation and benefits growth now given that the model is more fixed cost structure, should we assume that compensation and benefits will grow slower than kind of top line units at this point for some nice leverage? Or how should we think through that?",Hedging,
"Micron Technology, Inc.",MU,NASDAQ,2024-12-18,Aaron Rakers,"Yeah. Thanks for doing the call back and I have two questions as well. I guess the first question, Mark, I want to go back to kind of the Q&A in the prepared call. I'm trying to understand, like, you talked about constraints on gross margin into the fiscal third quarter. Trying to kind of frame the impact that you're thinking about from the underload. Is it 100 basis points? Is it 200? Is it less? And when you say constraints, are you implying -- are you necessarily implying that there isn't the potential or rather, is there a potential to see some gross margin positive drivers into fiscal 3Q relative to fiscal 2Q? Even with that underload charges, could we see gross margin flat to up? I'm just trying to understand a little bit of what you're trying to kind of frame as far as being constrained?",Hedging,
"Micron Technology, Inc.",MU,NASDAQ,2024-12-18,CJ Muse,"Yes, good afternoon. Thank you for taking the question. I guess first question, could you speak to what gives you the confidence that we’re going to see a make quarter kind of a seasonal pickup and/or cyclical pickup across both DRAM and NAND? And I guess if there’s any sort of sense of magnitude we should be thinking about for each would be very helpful.",Hedging,
HEICO Corporation,HEI,NYSE,2024-12-18,Larry Solow,"Great. Good morning. Congratulations on another good quarter, good year. I guess the first question, maybe a couple for Eric, you gave us a lot of good detail on the Wencor acquisition. Sounds like things are really going well there. Just curious, you mentioned some of -- obviously this is one of the bigger acquisitions that could get ever done and you spoke about a lot of things there. Curious, as we look out going forward, are there still opportunities to gain even more revenue synergies or other things? Now you've had this under the hood for a little more than a year, under the -- under your umbrella, excuse me, things that maybe you didn't think were available or sort of positive surprises that you could work on going forward on that side of the business?",Hedging,
HEICO Corporation,HEI,NYSE,2024-12-18,Pete Skibitski,"Just a couple quick ones maybe for Carlos. Carlos, just because D&A is a pretty big add-back for you guys in cash flow. Do you have an expectation for D&A for ‘25? And then also was just wondering sort of post-COVID, post-Wencor, the use of working capital, especially in inventory, has been larger. I'm just wondering if that was kind of a short-term thing or if we should expect a greater build in inventory going forward? Thanks.",Hedging,
"General Mills, Inc.",GIS,NYSE,2024-12-18,Andrew Lazar,"Jeff, as you mentioned, this fiscal year was always meant to be about sort of improving in-market competitiveness across the portfolio. And I guess now that we're halfway through, I'd still love to get a better sense on sort of what learnings you've taken away from maybe the initial efforts, and how those learnings are kind of informing your back-half expectations, particularly in light of sort of the planned incremental spend? Is it that -- you now see the consumer is just more ready to engage than before and maybe better adjusting their reference price points, or simply just realizing that it requires more spend than it originally anticipated to drive sort of the requisite volume, even outside a refrigerated dough. So I guess, I'm just trying to get a better sense on sort of where the consumer is at this point, and maybe how much of the incremental investment is specific to dough versus some of the other brands in the portfolio.",Hedging,
"General Mills, Inc.",GIS,NYSE,2024-12-18,Ken Goldman,"Okay. Thank you for that. And then, a little more of a random question, but just seeing double-digit declines in your Häagen-Dazs business in China and stores, I appreciate that you're looking to sort of diversify the channels that you work with there, but how sustainable do you see that double-digit decline? What is your outlook there? And is there any chance, I guess, I'm getting at that you'll consider kind of the broader footprint of that retail store business that you have there?",Hedging,
"Amentum Holdings, Inc.",AMTM,NYSE,2024-12-17,Trevor Walsh,"Great. Thanks, both, for the color. That's terrific. Maybe just a quick follow-up for Travis, if I can. The guidance assumptions that you laid out in the presentation called for 8% new business as part of that, kind of top-line estimate. Just for the comments around the incoming administration, I understand it's early days, et cetera, but how much of that 8% of new business kind of is there either wiggle room or kind of optionality? I think you had said $35 billion in contracts being submitted. I'm not sure if that was just for this coming fiscal year, if that has a longer term on it, but I guess how of that 8%, where I'm assuming there's multiple avenues to kind of get there, but how much does that maybe flux or change based on kind of what changes the kind of the incoming administration may or may not do?",Hedging,
"Amentum Holdings, Inc.",AMTM,NYSE,2024-12-17,Tobey Sommer,"In the fourth quarter book to bill, I think we saw the fiscal commentary, but I was curious how that final quarter shaped up. And the last thing from me is, I was wondering if you could comment about if peace sort of breaks out in the Russia-Ukraine war as well as the multiple fronts that have been active in the Middle East calm down, do you -- what kind of direct or indirect exposure do you think that you have relative to sort of the high op tempo that even domestic customers may have in helping support those allies?",Hedging,
RH,RH,NYSE,2024-12-12,Andrew Carter,"Hey, thank you. Good evening. I just wanted to ask about the inventory, kind of going up again and again this quarter, the purchase is up 30%. Could you talk through kind of what kind of inefficiencies are in there? Is there some planning around there? I know that you're exiting China. Is there any safety stock in there for that, already contemplating that and you're exiting Mexico. And on those two points, correct me if I'm wrong, China was 22% of your purchase dollars last year. I don't know if you ever disclosed Mexico. Where is that going, in terms of -- thanks.",Hedging,
Broadcom Inc.,AVGO,NASDAQ,2024-12-12,CJ Muse,"Yeah, good afternoon. Thank you for taking my question. I guess, Hock I wanted to hit on the $60 billion to $90 billion revenue range for fiscal '27 for AI. I was hoping you could speak to the mix you see there between XPU and networking. And within that construct, are you including all kind of the customers that you see out there in hyperscale and vertically integrated consumers? Or any sort of help in terms of what you're including in that potential mix would be very helpful. Thank you.",Hedging,
Broadcom Inc.,AVGO,NASDAQ,2024-12-12,Vivek Arya,"Thanks for taking my question. Hock back to AI. What do you think is the SAM in 2024, so we can get a baseline view of what your $12.2 billion in sales represent and is your assumption that you maintain the share, right? You grow it? Or what happens to that share over time? And then sort of related question to that is what happens to your semiconductor gross margins if AI grows, right to such an extent? Because you gave us a mid-single digit for non-AI and I'm wondering if AI gets to be such a big part of semis, what happens to gross margin. So both kind of the baseline of what SAM was this year and what happens to your share and margins over time?",Hedging,
Live Ventures Incorporated,LIVE,NASDAQ,2024-12-12,Joseph Kowalsky,"Got it. Got it. All right. And that leads, I guess, to my second question, my other question, which is Wayne Gretzky and by the way I don't want in any way suggest that I think the cost cutting alone is an answer that I'm looking for dramatic cost cutting. I'm a long-term investor and my clients are long-term investors. We would much rather see you invest in the businesses and have higher expenses and higher costs now for better results down the road. So please don't think that I'm a short-term guy who's looking for just tons of just cost cutting and nothing else. Wayne Gretzky was asked one time why he is such a great player and he said other people go to where the puck is and he goes to where the puck will be. And I just wondered, I love the concept of buy and hold and what you folks do. My question is the method that you go about for finding these companies because in looking at like with the flooring companies, things like that, we had a tremendous amount of work being done in people's homes during the whole COVID crisis and then it slowed down afterwards. And I just want to make sure that there's something in your methodology that's looking for where the puck will be as opposed to where the puck is. And I just wonder what is the method that you use when you go out and look for a company and I apologize because in some way or another I've kind of asked this question in the past, but I still like to hear the reply.",Hedging,
"SentinelOne, Inc.",S,NYSE,2024-12-12,Saket Kalia,"Yes, yes, absolutely. So maybe I want to use that to pivot to some financial questions here, right? So -- and I fully appreciate you've just got so much more product. There's a net revenue retention opportunity there in the base as well, right? So, let's put all this stuff together. I mean you still have tailwinds from the outage. You've got all these seeds that you've planted in terms of go-to-market let's see how Lenovo sort of goes. But -- and we've kind of crossed the $1 billion -- yes, you're across the $1 billion market in ARR. Not looking for guidance here, but how should we think about sort of the moving parts for ARR next year, if you will?",Hedging,
Ciena Corporation,CIEN,NYSE,2024-12-12,Ruben Roy,"I just had one question, I guess, a quick follow-up for either Gary or Scott. Just following along to some of the previous questions around the data center or cloud service provider contribution to revenue. Gary had mentioned in and around coherent and coherent light optics, the plugs and components. And I think the component part of it is more of a recent potential road map extension. So just wondering, if you could comment a little bit on how you're thinking about the components? I think, Gary, you mentioned as you think about getting into the data center, that could be an opportunity. Wondering if you're thinking about DSPs in kind of more standard DCI inside coherent DSPs as an opportunity over the near to medium term?",Hedging,
The Lovesac Company,LOVE,NASDAQ,2024-12-12,Matt Koranda,"Just in the interest of focusing on near-term stuff. Wondering if you could unpack how the fourth quarter is tracking relative to the down 7% guide. I guess what did you see specifically during the Black Friday, Cyber Monday period. Was it sort of negative high single digits in line with that guide? And then maybe, Keith, could you share the underlying omni-comp assumption that's embedded in the fourth quarter guidance, just trying to get a sense for apples to apples comparison is we had that extra week last year.",Hedging,
Adobe Inc.,ADBE,NASDAQ,2024-12-12,Kirk Materne,"Yeah. Thanks very much. David, I was wondering if I could just follow up on your last comment on sort of obviously driving new users, new adoptions, incredibly important. I just -- is there pricing sensitivity, meaning you're delivering so much value, I think that pricing, given the value you're delivering, would be a bigger lever unless there's pricing sensitivity? So, can you just walk through that a little bit more? Because it feels like you should be able to get sort of all three vectors going at the same time, whereas I know you're going to focus more on bringing people in and making them successful. But I'm sort of -- I guess, is there something else on the pricing side that I'm missing, why you're not getting that as well? Thanks.",Hedging,
"Autodesk, Inc.",ADSK,NASDAQ,2024-12-11,Amy Bunszel,"Yeah. So, certainly here in the U.S., Bentley is -- has been a player in this space for a very long time. And globally, it's much more fragmented. There isn't kind of that sort of more -- non-English-speaking countries, I'd say, there's not that single that one vendor that can serve them all. So, in many ways, what we're doing is we're taking -- we have amazing engineering tools, we have had for a long time and now we're combining them with our Construction Cloud and we're able to provide a modern data environment for these customers that helps understand both design and construction and operations to some extent, which is really what the DoTs are, right? They're the owner. And so, they get involved in all aspects of the project. And in Pennsylvania, where we had a very significant win against Bentley, that was an investment in data, an investment in a modern data management solution with Autodesk Docs and Build.",Hedging,
"MongoDB, Inc.",MDB,NASDAQ,2024-12-11,Raimo Lenschow,"And then the other question that came up is like at the beginning of the year, I think you talked about $40 million of headwinds. And now the question right, I guess, is right. But it's like if I kind of adjust for that out like so how is Atlas growth doing if I kind of adjust that out. I don't know if you want to speak to that.",Hedging,
Lam Research Corporation,LRCX,NASDAQ,2024-12-11,Doug Bettinger,"Yes, just real quick. Our view for the year has largely been pretty consistent all year. Frankly, it hasn't changed all that much. We think wafer fab equipment spending this year, we call it mid-90s, I don't know, let's round it off and say $95 billion this year. Within that, I guess just to give a little bit of color. Leading edge foundry and logic has been pretty good. DRAM has been actually pretty good as well. That's a combination of investments that are occurring in the country of China. In addition to the fact that, you've got product transitions occurring. DDR4, going to DDR5 with some of the new server CPUs coming out. As well as high bandwidth memory, which everybody's excited about, all of the AI compute and what not, so that's kind of where that's at. NAND has been very soft now for coming up on two years, and I'll talk a little bit about how we see that into next year. Likely strengthens into next year. Trailing edge foundry and logic has been soft outside of China. In China it's been okay this year. So I mean that's kind of the painting the picture of 2024, as we go into next year. We haven't put numbers around next year yet, but we expect it to be a growth year as the color that we've provide, I think that was important context. Everybody wanted to know, hi, how do you see next year? We'll give our normal numeric quantification of spending, when we get to the earnings call in January. But we see growth is what I would describe. So let me unpack that a little bit. We think NAND spending is going to be stronger next year than it's been for the last couple of years. It's just been pretty soft for so long. And frankly, when we look at the installed base, two-thirds of it is sort of aged I guess is what we would describe it as, sub-200 layer device capability. Our view is next year is going to - largely be an upgrade year, meaning the installed base will get upgraded. I don't think, there's going to be new wafer capacity put in place, at least of any meaningful amount. But we do think it's going to be an upgrade year, and there's going to begin to be a metallization change in NAND as things moved from tungsten to molybdenum, or let's call it Molly, easier to say Molly. So that's a little bit of kind of how we see NAND strengthening a little bit. Leading edge foundry and logic I think is going to continue to be strong, perhaps led by one customer more than the broader set of customers. And I know probably we want to talk about that a little bit. Trailing edge foundry and logic I think is going to continue to be somewhat soft, right. We're in the middle of an inventory cycle in a lot of those markets, industrial, automotive and so forth. So I don't think that's a surprise to anybody. DRAM is going to continue to be strong, right. You're going to continue to see investment in high bandwidth memory and the continued transition to DDR5 occurring. Offsetting that, everybody always wants to talk about what's going on in China. Our view is China WFE next year, is going to be down from this year, and likely down from the concentration that we're seeing in the December quarter. So I don't know, maybe that sets it up to lead into whatever else you'd like to talk about.",Hedging,
Lam Research Corporation,LRCX,NASDAQ,2024-12-11,Doug Bettinger,"Yes, we've talked about kind of these big newish type of. I don't know if inflections is exactly the right word, but maybe it is. But things that are driving business to grow, basically etch and deposition and specifically Lam Research. Yes, maybe let me take you through the ones you're referencing, and then you can kind of ask further questions. First, advanced packaging. We're very excited about what's going on with advanced packaging. You hear people in the industry talk about chiplet architecture, dye disaggregation, high bandwidth memory uses, I call it advanced packaging. But through silicon via to put the 8 DRAM die together. This is great business for Lam. If you think about to do the advanced packaging stuff, you're stacking things on top of other things, you're interconnecting things. Generally speaking that means you're depositing conductive material, to create the electron path and you're having to etch things, to open up the room to put the conductive material down. That's what we do. And so when you look at this, I guess if we started the year we were suggesting, hi, in a couple of years' time this will be $1 billion business for us, the advanced packaging in total. Then as the year progressed we said, hi, it's $1 billion this year. And then more recently we said it's actually more than $1 billion this year. So this is a great inflection. It's going to keep growing for the foreseeable future, right. If you look at high bandwidth memory, HBM3 is going to 3E. So 8 DRAM die going to 12. 3E will go to 4, so 12 will go to 16. That's more interconnect, right. It's more equipment capacity is ramping for that, so there's that. And like I said, all of the chiplet architecture that you hear the CPU guys and the GPU guys talk about, we enable a lot of that with the TSV process, we are very strong in those applications. So anyway, excited about that. It's more than $1 billion this year and growing into next year. So that's the first one. The second one that we've been talking about is gate-all-around. And again, I like billion dollar numbers. We like billion dollar numbers. And so the quantification for that for us, is when you look at the gate-all-around structure, it is very etch and deposition intensive. To create those sheet architecture, you're depositing films, you're selectively etching them. The intensity of etch and deposition grows to the tune of $1 billion addressable market for every 100,000 wafer starts at capacity that gets put in place. So we're excited about that obviously that's incremental opportunity. Now we're not going to get 100% market share there. As much as we would love to do that, that just doesn't happen in this industry. But we're going to do well there. And so that's an incremental opportunity that ramps into next year. We have said actually that the investment for the whole node, the whole gate-all-around node this year, not just the creation of the sheets, is $1 billion in revenue this year that counts. So just to kind of get your head wrapped around that and growing into next year, obviously. The next one, and again it's another billion dollar number is backside power. And that one likely is late next year, maybe into '26. But that also when we look at the intensity of depositing, metallization and etching, the structure is another billion dollar incremental opportunity, for etch and deposition for every 100,000 wafer starts of capacity that gets put in place. So obviously, we're excited about these things, because when you look at the evolution of architectures, they're moving in the third dimension. They're more materials intensive. And that plays to the strength of the things we do. We deposit film on silicon wafers and we etch them. So then a little bit further down the road, we've been talking about this for a while is dry photoresist where we are collaborating with ASML, to put the resist down in a dry fashion. It enables the photons from the EUV tool to more effectively be absorbed and creates efficiency as a result of that. That's a little bit further away, but I can see in four, five years' time, that also will be a $1 billion opportunity for us. So when we look at these things, we're innovating. We're evolving to grow incremental opportunities that we see, because of the evolution of where the industry is going.",Hedging,
"Dave & Buster's Entertainment, Inc.",PLAY,NASDAQ,2024-12-10,Andrew Strelzik,"Hi, good afternoon. Thanks for taking the questions. My first one, I know that you continue to talk about the strong returns you get on the new stores. But I guess just as kind of they're implementing all these things, and doing the remodels and going down the path of repositioning the business. Is there any thought to pulling back on the store opening pace temporarily to focus on the core for a period of time, and kind of get the comps in the right place, improve the cash flow profile. I know you talked about kind of getting with the Board, to talk about capital allocation priorities. So I'm just wondering if there's any consideration to that?",Hedging,
Arista Networks Inc,ANET,NYSE,2024-12-10,Simon Leopold,"And I guess that sort of leads nicely into kind of my next line of questioning is around where are you investing in terms of hiring and staffing? Because when I think about this vision where the product portfolio is getting broader, but you're moving into different or more into enterprise, which typically means much higher expense ratio. So what are you doing in terms of hiring ahead or investing ahead of growing in newer verticals, expanding in the enterprise for campus and direct sales as well?",Hedging,
"Academy Sports and Outdoors, Inc.",ASO,NASDAQ,2024-12-10,Anthony Chukumba,"Good morning. Thanks for taking my question. So just wanted to kind of circle back on Nike. It sounds like there's a lot of excitement around this launch. I understand there's somewhere limited in terms of what you can say. But I guess my question is, are you envisioning that product would just be in line or are you planning on doing any sort of like incremental special kind of Nike fixturing or displays for that product?",Hedging,
Designer Brands Inc.,DBI,NYSE,2024-12-10,Dylan Carden,"Great. And then kind of related to that, are you losing share in boots? I mean, the industry was also down double digits. You were down, I think you said 27% and do you care? And I guess sort of the implied question in that is, is this sort of a water bed effect at this point where you're kind of seeing gains elsewhere but losses in other places and kind of keeping you at a net disadvantaged position until you get the assortment and a better sort of mix?",Hedging,
"Fiserv, Inc.",FI,NYSE,2024-12-10,John Davis,"Just curious what you're seeing from kind of a brick-and-mortar versus e-com. If you go back, holiday sales are, I guess, the big five, what they call the -- what used to be Black Friday.",Hedging,
Ferguson Enterprises Inc.,FERG,NYSE,2024-12-10,Matthew Bouley,"Morning everyone. Thank you for taking the questions. Wanted to ask back on the opex side with that sort of 5% year-over-year growth. Is there a scenario where you would either pull back on that, depending on how the end markets end up shaking out, or is there a case that maybe some of these investments, from a timing perspective, happen to be a little more front-loaded? Just curious--I mean, if we’re thinking about a 5% year-over-year growth in opex, how that kind of plays into the full year operating margin guide, so just curious again around what that year-over-year growth could look like there. Thank you.",Hedging,
"Casey's General Stores, Inc.",CASY,NASDAQ,2024-12-10,Robert Griffin,"Thank you. That's very helpful. And I guess my final one for me is just on the Fikes deal itself. Is there a seasonality aspect to their EBITDA that we should be aware of? I think just some of the investors, we're doing some quick math on the $89 million that was given when you announced the deal and then kind of back it into what's implied for the guidance change. So, I just want to make sure, is there any seasonality aspect we should be aware of? Is that business still trending around $90-ish million, which in EBITDA as it was when you guys announced the deal?",Hedging,
"Casey's General Stores, Inc.",CASY,NASDAQ,2024-12-10,Bonnie Herzog,"Same-store inside sales guidance of 3% to 5% for the year, which you maintained, I guess at the midpoint this does imply a bit of an acceleration in the second half versus the first half. So, just curious, what will be the drivers of this? And then along those lines, could you maybe touch on how your traffic levels trended in the quarter versus last quarter. And then maybe any color on November and so far in December and again, outlook for traffic for the -- or heading into next year, the rest of your fiscal year. Thanks.",Hedging,
KKR & Co. Inc.,KKR,NYSE,2024-12-10,Alex Blostein,"Right. Let's unpack a couple of these kind of bigger fundraising themes. And I want to spend a couple of minutes on sort of evolution of the institutional channel. Over the last couple of quarters, you've highlighted opportunities in forming longer-dated strategic partnership with several institutions on a multiyear kind of capital recycling basis. I think you highlighted $3 billion example as of the last quarter. I guess what's driving this renewed appetite from LPs? And what does your pipeline there look like? Maybe speak to the typical structures. And at the same time, do you think these vehicles could live side by side with your regular institutional flagship business? Or is there risk of that cannibalizing some of this kind of higher fee flagship dynamic?",Hedging,
"Toll Brothers, Inc.",TOL,NYSE,2024-12-10,Stephen Kim,"Yeah, thanks very much, guys. Appreciate all the color. Certainly, I think the results in the quarter were strong particularly on the order front. Your ASP was also very strong. You've talked about the guidance for the first quarter though, and for the full year that are a little lower, than I think we and many others were expecting for the full year as well as the quarter. I wanted to talk about the operating margin. If we just kind of cut through the gross and this [Indiscernible], and just talk about the operating margin, it seems like you're guiding to something in the neighborhood of sub-17. You've done 18 in each of the last two years, basically. And I'm curious if you can talk about what sort of exogenous factors or factors that are out of your control, are you embedding in your assumptions for 2025 in terms of the market outlook. I am thinking things like can you give us a sense for what you're looking for mortgage rates, can you give us a sense for if you're anticipating any disruptions from, let's say, Trump's immigration policies and things like that?",Hedging,
